Party,Sub Party,Sales Person,Sales Branch,Sales Person.0,Article,Blend,Width,GSM,Color,Lab No.,Lot No,Challan No.,Qty (Kg),Qty (Mtr.),No. of Taka,Type of Finish,Type of Packing,Remarks,Order Number,,Manual Conf.
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,BEIGE,CKU-21546,20451,KDC-39,392,,14,EXTRA SOFT FINISH,Rolling,,CKU-2012,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,BEIGE,CKU-21546,20453,KDC-41,391,,14,EXTRA SOFT FINISH,Rolling,,CKU-2013,,
CKU,SAMPLE/PIYUSH SIR,PIYUSH(CKU),,,ND-288,PS,60-65,230-250,PEACH,-,19951,KDC-46,25.1,,1,SOFT FINISH,Rolling,KETAN MASTER/CONFIRM WITH PIYUSH SIR (TRUSTEX),CKU-2014,,
CKU,ROHIT SIR,PIYUSH(CKU),,,ND-290,NS,-,170,NAVY,-,20092,KDC-14,12.8,,1,SOFT WICKING,Rolling,,CKU-2015,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,BEIGE,CKU-21546,20450,KDC-38,385,,14,EXTRA SOFT FINISH,Rolling,,CKU-2016,,
CKU,SAMPLE/UDIT SIR,PIYUSH(CKU),,,ND-293,PS,60-65,200,ANY COLOR,-,20455,KDC-43,23,,1,SOFT WICKING,Rolling,,CKU-2017,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,ND-215C RF ,P,65,165,BLACK,HF-2462,20434,RF-29,360,,15,EXTRA SOFT FINISH,Rolling,CONVERT INTO BLACK,CKU-2018,,
GINZA UDHNA,FREE WILL,VIRENDRA,,,L-3009 / ps / 130'',PS,58'',220,BLACK,D-15027 old lot 16801 ok,20529,169,403,805,10,wicking soft,Roll,wicking soft ,UDN-233,,
GINZA UDHNA,FREE WILL,VIRENDRA,,,L-3009 / ps / 130'',PS,58'',220,BLACK,D-15027 old lot 16801 ok,20530,170,408,816,10,wicking soft,Roll,wicking soft ,UDN-234,,
GINZA UDHNA,PROTECH,VIRENDRA,,,L-3009 / ps / 130'',PS,58'',220,DARK GREY,D-3660,20528,168,200,401,5,soft,Roll,,UDN-235,,
GINZA UDHNA,BHARTI,VIRENDRA,,,L-63 / NS / 65'',NS,42'',140,BOIL + HEAT SET,Regular,20532,172,143,689,7,AS PER LAST,kanti,,UDN-236,,
GINZA UDHNA,BHARTI,VIRENDRA,,,L-63 / NS / 65'',NS,42'',140,BLACK,OLD LOT 18433,20533,173,141,677,7,AS PER LAST,kanti,,UDN-237,,
CKU,ROHIT SIR,PIYUSH(CKU),,,ND-290 (H/D/F),NS,-,170,NAVY,-,20092,KDC-14,6.3,,1,SOFT WICKING,Rolling,KETAN MASTER/CONFIRM WITH PIYUSH SIR (TRUSTEX),ORD-22354,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-4051H350C/ NS /130'',NS,58'',175-180,NAVY,N-48064,20201,102,40,99,1,SOFT,kanti,CBR DONE ,ORD-22355,,
GINZA UDHNA,RAMA HANDICRAFT,ARIK,,,RS-9364 / P / 43,P,56,175,BOIL HEAT SET,PH MAINTEN,20541,181,73.5,352,3,REGULAR,TAKA FORM,"FINISH QULITY 4 , NOTE :- PH MAINTEN , TOP MOST URGANT",UDN-238,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-093 / NS / 65,NS,56,167,BOIL HEAT SET,-,20540,180,54.5,245,4,REGULAR,TAKA FORM,FINISH QULITY 4.2,UDN-239,,
GINZA UDHNA,RAMA HANDICRAFT,ARIK,,,RS-9364 / P / 43,P,56,175,BOIL HEAT SET,PH MAINTEN,20478,159,38.78,186,3,REGULAR,TAKA FORM,"FINISH QULITY 4 , NOTE :- PH MAINTEN , TOP MOST URGANT",UDN-240,,
GINZA UDHNA,GINZA,KULDEEP,,,A-537 /N/ 66,N,56'',-,WHITE,REGULAR,20549,-,85.84,522.5,6,SOFT,KATI,FINIHS QLTY-8,UDN-241,,
GINZA UDHNA,AAKANKSHA,KULDEEP,,,JL-246 /N/ 64,N,54'',-,SKIN,N-48175,20547,-,87,479,5,SOFT,KATI,FINIHS QLTY-6.50,UDN-242,,
GINZA UDHNA,AAKANKSHA,KULDEEP,,,JL-251 /N/ 66,N,54'',-,BLACK,N-48186,20545,-,254.92,1605.5,14,SOFT,KATI,FINISH QLTY-6.50-7/   ,UDN-243,,
GINZA UDHNA,AAKANKSHA,KULDEEP,,,JL-251 /N/ 66,N,54'',-,SKIN,N-48175,20542,-,89.22,562,5,SOFT,KATI,FINISH QLTY-6.50-7 / 5 % DARK KARNA HAI,UDN-244,,
GINZA UDHNA,AAKANKSHA,KULDEEP,,,JL-251 /N/ 66,N,54'',-,DARK MAROON,N-48084,20543,-,87.84,553,5,SOFT,KATI,FINISH QLTY-6.50-7 /,UDN-245,,
GINZA UDHNA,AAKANKSHA,KULDEEP,,,JL-251 /N/ 66,N,54'',-,CREAM,N-48171,20544,-,104.2,655.5,6,SOFT,KATI,FINISH QLTY-6.50-7/   ,UDN-246,,
GINZA UDHNA,AAKANKSHA,KULDEEP,,,JL-246 /N/ 64,N,54'',-,DARK MAROON,N-48084,20548,-,87.82,484,5,SOFT,KATI,FINIHS QLTY-6.50,UDN-247,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,NEW DEVELOPMENT-276(POLY FILAMENT100%),P     ,64,135,IRON GATE,HF-3275,20456,KDC-44,55,,2,SOFTWICKING,Rolling,,CKU-2019,,
CKU,SAMPLE/UDIT SIR,PIYUSH(CKU),,,NEW DEVELOPMENT-292,MMS,70,210,PEACH,-,20518,KDC-60,27.9,,1,SOFT FINISH,Rolling,,CKU-2020,,
CKU,SAMPLE/UDIT SIR,PIYUSH(CKU),,,NEW DEVELOPMENT-292A,MMS,70,180,PEACH,-,20519,KDC-61,27,,1,SOFT FINISH,Rolling,,CKU-2021,,
CKU,CUP COUTURE (CHENNAI),PIYUSH(CKU),,,C-672-76,P,64,120,CRYSTAL PINK,CKU-17838,20513,KDC-55,167,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2022,,
CKU,Makhija Brothers (Amardham),PIYUSH(CKU),,,C-917A,NS ,60,150,DUSKY,N-42415,20401,KDC-34,403,,15,SOFT FINISH,Rolling,,CKU-2023,,
CKU,CUP COUTURE (CHENNAI),PIYUSH(CKU),,,C-672-76,P,64,120,DEEP TAUPE,CKU-15407,20505,KDC-47,341,,14,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2024,,
CKU,CUP COUTURE (CHENNAI),PIYUSH(CKU),,,C-672-76,P,64,120,DEEP TAUPE,CKU-15407,20506,KDC-48,341,,14,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2025,,
CKU,CUP COUTURE (CHENNAI),PIYUSH(CKU),,,C-672-76,P,64,120,DEEP TAUPE,CKU-15407,20507,KDC-49,341,,14,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2026,,
CKU,CUP COUTURE (CHENNAI),PIYUSH(CKU),,,C-672-76,P,64,120,HONEY BEIGE,M-4847,20508,KDC-50,341,,14,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2027,,
CKU,CUP COUTURE (CHENNAI),PIYUSH(CKU),,,C-672-76,P,64,120,DEEP TAUPE,CKU-15407,20510,KDC-52,339,,14,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2028,,
CKU,CUP COUTURE (CHENNAI),PIYUSH(CKU),,,C-672-76,P,64,120,DEEP TAUPE,CKU-15407,20511,KDC-53,337,,14,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2029,,
CKU,CUP COUTURE (CHENNAI),PIYUSH(CKU),,,C-672-76,P,64,120,DEEP TAUPE,CKU-15407,20512,KDC-54,339,,14,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2030,,
CKU,CUP COUTURE (CHENNAI),PIYUSH(CKU),,,C-672-76,P,64,120,DEEP TAUPE,CKU-15407,20514,KDC-56,169,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2031,,
CKU,B.K ENTERPRISE (PO-852),PIYUSH(CKU),,,C-735A BLACK,PS,60,250,RFD,DOUBLE BRUSH,20516 A,KDC-58,350,,13,SOFT FINISH,Rolling,DOUBLE BRUSH,CKU-2032,,
CKU,CUP COUTURE (CHENNAI),PIYUSH(CKU),,,C-672-76,P,64,120,DEEP TAUPE,CKU-15407,20509,KDC-51,339,,14,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2033,,
CKU,CUP COUTURE (CHENNAI),PIYUSH(CKU),,,C-672-76,P,64,120,DEEP TAUPE,CKU-15407,20515,KDC-57,170,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2034,,
CKU,STOCK,PIYUSH(CKU),,,C-735A BLACK,PS,60,250,RFD,-,20516 B,KDC-58,28,,1,SOFT FINISH,Rolling,,CKU-2035,,
GINZA UDHNA,PROTECH,VIRENDRA,,P-5182-A,L-3032 / PS / 130'',PS,58'',250,PINK,D-7655 old lot 12448,20259,51,39.3,90,1,soft,Rolling,,ORD-22374,,
GINZA UDHNA,ram swaroop,VIRENDRA,,,TR-8 LIGHT / NS / 85'',NS,58'',80,BOIL + HEAT SET,Regular,20535,175,177,1329,9,super soft,kanti,,UDN-248,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,TR-534 / PS / 85'',PS,58'',95,BOIL + HEAT SET,P H MAINTAIN,20045,30,121,970,3,soft,kanti,CHINA GOODS( URGENT ),UDN-249,,
GINZA UDHNA,SALONI,SUNIL,,,"A-2069/N/65""",NYLON,"56""",-,WHITE,-,20415,GRP/0130/03/26,107.5,3009.5,7,SUPER SOFT,-,,UDN-250,,
GINZA UDHNA,TORAM,SUNIL,,,"A-1511/P/65""",POLY,"56""",-,BEIGE,D-14661,20536,GRP/0176/03/26,274.2,1644.5,12,REGULAR,ROLL PACKING,NEED URGENT,UDN-251,,
GINZA UDHNA,TORAM,SUNIL,,,"A-1511/P/65""",POLY,"56""",-,BEIGE,D-14661,20539,GRP/0179/03/26,305.9,1836,13,REGULAR,ROLL PACKING,NEED URGENT,UDN-252,,
GINZA UDHNA,TORAM,SUNIL,,,"A-1511/P/65""",POLY,"56""",-,GREY,D-14651,20537,GRP/0177/03/26,163.5,980.5,7,REGULAR,ROLL PACKING,,UDN-253,,
GINZA UDHNA,TORAM,SUNIL,,,"A-1511/P/65""",POLY,"56""",-,GREY,D-14651,20538,GRP/0178/03/26,164,987,7,REGULAR,ROLL PACKING,,UDN-254,,
GINZA UDHNA,TORAM,SUNIL,,,"A-1511/P/65""",POLY,"56""",-,NAVY,HF-2722,20599,GRP/0194/03/26,304.4,1827,13,REGULAR,ROLL PACKING,,UDN-255,,
GINZA UDHNA,REGULAR,SUNIL,,,"G-06C/P/65""",POLY,"56""",-,WHITE,-,20600,GRP/0195/03/26,171.52,1594.5,11,REGULAR,-,,UDN-256,,
CKU,K G SPORTS,PIYUSH(CKU),,,NEW DELOPMENT-241,P,70,200,BLACK,CKU-22747,20448,KDC-36,160,,6,SOFT FINISH,Rolling,,CKU-2036,,
CKU,K G SPORTS,PIYUSH(CKU),,,NEW DELOPMENT-241,P,70,200,TAUPE,CKU-22933,18301 A,KDC-2794,160,,6,SOFT FINISH,Rolling,,CKU-2037,,
CKU,CULTSPORTS/AMBERNATH,PIYUSH(CKU),,,C-715F(90%POLYESTER 10%SPANDEX),PS,60,160,VIOLET TULLE,CKU-23330,17471,k-02619,74.8,,3,SOFT WICKING  ,Rolling,,CKU-2038,,
CKU,CULTSPORTS,PIYUSH(CKU),,,C-655F,P,60,150,VIOLET TULLE,CKU-23336,17601,K-02649,87.8,,3,SOFT WICKING,Rolling,,CKU-2039,,
CKU,CULTSPORTS,PIYUSH(CKU),,,C-655F,P,60,150,VIOLET TULLE,CKU-23336,18965,KDC-2881,204,,7,SOFT WICKING,Rolling,,CKU-2040,,
CKU,SGU,PIYUSH(CKU),,,C-920F(82%NYLON 18%SPANDEX),NS,60,200,BLACK,N-47292,19502,KDC-2977,198,,8,SOFT FINISH,Rolling,,CKU-2041,,
CKU,K G SPORTS,PIYUSH(CKU),,,NEW DELOPMENT-241,P,70,200,BLACK,CKU-22747,20454,KDC-42,27,,1,SOFT FINISH,Rolling,,CKU-2042,,
CKU,K G SPORTS,PIYUSH(CKU),,,NEW DELOPMENT-241,P,70,200,NAVY,CKU-22734,18300 A,KDC-2793 ,160,,6,SOFT FINISH,Rolling,,CKU-2043,,
CKU,K G SPORTS,PIYUSH(CKU),,,NEW DELOPMENT-241,P,70,200,GREY,CKU-22122,18300 B,KDC-2793 ,160,,6,SOFT FINISH,Rolling,,CKU-2044,,
CKU,K G SPORTS,PIYUSH(CKU),,,NEW DELOPMENT-241,P,70,200,ECRU,CKU-22927,18301 B,KDC-2794,160,,6,SOFT FINISH,Rolling,,CKU-2045,,
GINZA UDHNA,SAPPHIRE HOUSE,VIRENDRA,,,L-3017 / PS / 130'',PS,58'',170-175,WHITE+UPF-50,UPF-50,20534,174,166,415,4,soft,kanti,,UDN-257,,
GINZA UDHNA,PROTECH,VIRENDRA,,,L-3032 / PS / 130'',PS,58'',250,Black,old lot 16493,20067,52,196,451,5,soft,Roll,,UDN-258,,
GINZA UDHNA,TAPIO,VIRENDRA,,,TR-508 / PS /85'',PS,58'',110,BROWN,D-15331,20595,190,217,1305,10,soft,kanti,URGENT,UDN-259,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,TR-515 /PS / 85'',PS,58'',95,BOIL + HEAT SET,P H MAINTAIN,20596,191,171,1198,8,soft,kanti,,UDN-260,,
GINZA UDHNA,BLUE MOON,VIRENDRA,,,L-92B / NS /130'',NS,58'',320,BLACK,Regular,20597,192,104,198,3,blue moon std,kanti,,UDN-261,,
GINZA UDHNA,BLUE MOON,VIRENDRA,,,L-92B / NS /130'',NS,58'',320,BLACK,Regular,20598,193,98,188,3,blue moon std,kanti,,UDN-262,,
GINZA UDHNA,GINZA,KULDEEP,,,A-71D /P/ 65,P,56'',-,B+HEAT SET,REGULAR,20601,-,55.68,919.5,4,SOFT,KATI,FINISH QLTY-14.50,UDN-263,,
GINZA UDHNA,GINZA,KULDEEP,,,159 /N/ 108 PATTI,N,108 PATTI,-,WHITE,REGULAR,20602,-,167.5,1389,12,HARD,KATI,FINISH QLTY-9,UDN-264,,
CKU,SAMPLE/PIYUSH SIR,PIYUSH(CKU),,,NEW DEVELOPMENT-215C4,P,65,165,ANY COLOUR,-,20517,KDC-59,26.35,,1,EXTRA SOFT FINISH,Rolling,,CKU-2046,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,BLACK,HF-2462,20574 A,KDC-62,220,,8,EXTRA SOFT FINISH,Rolling,,CKU-2047,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,BEIGE,CKU-21546,20578,KDC-66,390,,14,EXTRA SOFT FINISH,Rolling,,CKU-2048,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,BEIGE,CKU-21546,20577,KDC-65,388,,14,EXTRA SOFT FINISH,Rolling,,CKU-2049,,
CKU,LajLifestylePvtLtd(Noida),PIYUSH(CKU),,,NEW SAMPLE-1220B-82,P,66,150,RFD,RFD,20588,KDC-76,399,,16,SOFT WICKING+PH MAINTAIN,Rolling,,CKU-2050,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,BEIGE,CKU-21546,20575,KDC-63,393,,14,EXTRA SOFT FINISH,Rolling,,CKU-2051,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,BEIGE,CKU-21546,20576,KDC-64,392,,14,EXTRA SOFT FINISH,Rolling,,CKU-2052,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,NAVY,HF-2457,20579,KDC-67,389,,14,EXTRA SOFT FINISH,Rolling,,CKU-2053,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,NAVY,HF-2457,20580,KDC-68,385,,14,EXTRA SOFT FINISH,Rolling,,CKU-2054,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,NAVY,HF-2457,20581,KDC-69,387,,14,EXTRA SOFT FINISH,Rolling,,CKU-2055,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,NAVY,HF-2457,20582,KDC-70,391,,14,EXTRA SOFT FINISH,Rolling,,CKU-2056,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,NAVY,HF-2457,20583,KDC-71,390,,14,EXTRA SOFT FINISH,Rolling,,CKU-2057,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,GREY,CKU-21540,20584,KDC-72,392,,14,EXTRA SOFT FINISH,Rolling,,CKU-2058,,
CKU,LajLifestylePvtLtd(Noida),PIYUSH(CKU),,,NEW SAMPLE-1220B-82,P,66,150,RFD,RFD,20585,KDC-73,414,,16,SOFT WICKING+PH MAINTAIN,Rolling,,CKU-2059,,
CKU,LajLifestylePvtLtd(Noida),PIYUSH(CKU),,,NEW SAMPLE-1220B-82,P,66,150,RFD,RFD,20586,KDC-74,411,,16,SOFT WICKING+PH MAINTAIN,Rolling,,CKU-2060,,
CKU,LajLifestylePvtLtd(Noida),PIYUSH(CKU),,,NEW SAMPLE-1220B-82,P,66,150,RFD,RFD,20587,KDC-75,402,,16,SOFT WICKING+PH MAINTAIN,Rolling,,CKU-2061,,
CKU,LajLifestylePvtLtd(Noida),PIYUSH(CKU),,,NEW SAMPLE-1220B-82,P,66,150,RFD,RFD,20589,KDC-77,414,,16,SOFT WICKING+PH MAINTAIN,Rolling,,CKU-2062,,
CKU,Raji Exports (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,64,170,BEIGE,CKU-23165,20574 B,KDC-62,170,,6,SILICON FINISH,Rolling,,CKU-2063,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-060A / NS / 65,NS,56,93,WHITE,-,20673,217,143.7,860,8,REGULAR,TAKA FORM,FINISH QULITY 7.5,UDN-265,,
GINZA UDHNA,RELIANCE,VIRENDRA,,,TR-508 / PS / 85'',PS,58'',110,BLACK,OLD LOT 19269,20661,205,313,1881,15,soft,kanti,BETTER FASTNESS ,UDN-266,,
GINZA UDHNA,FREE WILL,VIRENDRA,,,L-3009 / ps / 130'',PS,58'',220,BLACK,D-15027 old lot 16801 ok,20654,198,402,802,10,wicking soft,Roll,wicking soft ,UDN-267,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,TR-534 / PS / 85'',PS,58'',95,BOIL + HEAT SET,P H MAINTAIN,20663,207,177,1276,4,soft,kanti,china goods,UDN-268,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,TR-534 / PS / 85'',PS,58'',95,BOIL + HEAT SET,P H MAINTAIN,20662,206,306,2208,7,soft,kanti,china goods,UDN-269,,
GINZA UDHNA,MITTAL HOSIERY,KULDEEP,,,A-17A /N/ 62,N,56'',-,OLIVE APC,N-47384,20670,-,222.7,1357,13,SOFT,KATI,FINISH QLTY-6.75,UDN-270,,
GINZA UDHNA,GINZA,KULDEEP,,,A-844 /NCT/ 62,NCT,56'',-,B+HEAT SET,REGULAR,20665,-,28.8,150,1,SOFT,KATI,FINISH QLTY-5.70,UDN-271,,
GINZA UDHNA,PEPPERMINT,KULDEEP,,,A-836 /NCT/ 62,NCT,56'',-,B+HEAT SET,REGULAR,20666,-,223,1070,6,SOFT,KATI,FINISH QLTY-5,UDN-272,,
GINZA UDHNA,,EXTERNAL,,,A-1599E/P-72	,PP,60,170,CHAMPAGNE,G-4071 KHATA	,20487,,330,,10,ROLLING,Rolling,,ORD-22492,,
GINZA UDHNA,FREE WILL,VIRENDRA,,,L-3009 / ps / 130'',PS,58'',220,BLACK,D-15027 old lot 16801 ok,20417,133,460,920,11,wicking soft,Roll,wicking soft ,UDN-280,,
GINZA UDHNA,NAIDU HALL,SUNIL,,,"A-2001/N/65""",NYLON,"56""",-,WHITE,-,20482,GRP/0163/03/26,144.4,2539.5,12,REGULAR,ROLL PACKING,,UDN-273,,
GINZA UDHNA,REGULAR,SUNIL,,,"JURSEY-2/N/56""",NYLON,"56""",-,WHITE TO BLACK,RF GOODS,20636,-,72.45,520,7,REGULAR,-,RF GOODS,UDN-274,,
GINZA UDHNA,TORAM,SUNIL,,,"A-1511/P/65""",POLY,"56""",-,GREY,D-14651,20671,GRP/0215/03/26,305,1826.5,13,REGULAR,ROLL PACKING,,UDN-275,,
GINZA UDHNA,PAGE,SUNIL,,,"A-2103/N/65""",NYLON,"56""",-,V QUITE SHADE,RF GOODS,20635,-,66,1171.75,8,REGULAR,-,RF GOODS,UDN-276,,
GINZA UDHNA,PRAMOD,SUNIL,,,"A-1129A/P/65""",POLY,"56""",-,SILVER GREY,-,20669,GRP/0213/03/26,329.8,3633,26,AS PER RUNNING,100 MTR ROLL PACKING,,UDN-277,,
GINZA UDHNA,TORAM,SUNIL,,,"A-1511/P/65""",POLY,"56""",-,GREY,D-14651,20672,GRP/0216/03/26,305.4,1831,13,REGULAR,ROLL PACKING,,UDN-278,,
GINZA UDHNA,MITTAL,SUNIL,,,"A-2162A/N/65""",NYLON,"60""",-,WHITE,-,-,GRP/226/03/26,397.8,4970.5,22,REGULAR,-,,UDN-279,,
GINZA UDHNA,V STAR,SUNIL,,,"A-2006F/N/65""",NYLON,"56""",-,BEIGE,N-31186,-,GRP/228/03/26,71.9,1223,5,REGULAR,-,OLD LOT NO. 18885,UDN-281,,
GINZA UDHNA,NEW DES,SUNIL,,,"A-2028/NP/65""",N * P,"56""",-,HEAT SET,-,20668,GRP/0212/03/26,15.1,121,2,-,-,,UDN-282,,
CKU,SHUBHAM TRADING,PIYUSH(CKU),,,NEW DEVELPMENT-86,CS,70,320,BLACK,CL-37004,20571,KDC-33,195.02,,7,SILICON FINISH,Rolling,CONVERT INTO BLACK TAKE IT ON FIRST FIORITY,CKU-2064,,
CKU,K G SPORTS,PIYUSH(CKU),,,NS-1220G,P,60,160,WHITE,CKU-15733,20644,KDC-84,105.56,,4,SOFT FINISH,Rolling,,CKU-2065,,
CKU,K G SPORTS,PIYUSH(CKU),,,NS-1439C,P,60,160,WHITE,CKU-15733,20645,KDC-85,96.58,,4,SOFT FINISH,Rolling,,CKU-2066,,
CKU,TAPIO CRATION,PIYUSH(CKU),,,C-761,PS,60,280,CREAM , CKU-23408,20457,KDC-45,50,,2,SOFT FINISH,Rolling,,CKU-2067,,
CKU,Rama Handicrafts (Jaipur),PIYUSH(CKU),,,NEW SAMPLE-709,P,62,160,RFD,RFD,20638,KDC-78,657.8,,26,SOFT WICKING+PH MAINTAIN,Rolling,,CKU-2068,,
CKU,Makhija Brothers (Amardham),PIYUSH(CKU),,,C-917A,NS ,60,150,DUSKY,N-42415,20640,KDC-80,356.4,,13,SOFT FINISH,Rolling,,CKU-2069,,
CKU,AARKS KRISHAW,PIYUSH(CKU),,,C-735 BLACK,PS,60,250,RFD,-,20641,KDC-81,353.1,,13,SOFT WICKING ,Rolling,,CKU-2070,,
CKU,Encot Fabrics Pvt Ltd (Boisar),PIYUSH(CKU),,,NEW SAMPLE-489AF(92%POLYFILAMENT 08%SPANDEX),PS,60,210,RFD,RFD,20642,KDC-82,402.8,,17,HANDFEELSHOULDBEASPERCUTTINGAPC-290403LYINGWITHAJAYMASTER,Rolling,,CKU-2071,,
CKU,Encot Fabrics Pvt Ltd (Boisar),PIYUSH(CKU),,,NEW SAMPLE-489AF(92%POLYFILAMENT 08%SPANDEX),PS,60,210,RFD,RFD,20643,KDC-83,394.9,,16,HANDFEELSHOULDBEASPERCUTTINGAPC-290403LYINGWITHAJAYMASTER,Rolling,,CKU-2072,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-081 / NS / 65,NS,56,152,COFFEE,N-47998,20422,138,120,601,8,REGULAR,TAKA FORM,FINISH QUALITY 4.6,UDN-283,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-081 / NS / 65,NS,56,152,SKIN,N-48163,20105,77,27.58,138,2,REGULAR,TAKA FORM,FINISH QUALITY 4.6,UDN-284,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-081 / NS / 65,NS,56,152,SKIN,N-48163,20104,76,91.46,457.5,6,REGULAR,TAKA FORM,FINISH QUALITY 4.6,UDN-285,,
GINZA UDHNA,S G U,KULDEEP,,,A-30A DULL /P/ 66,P,56'',-,B+HEAT SET,REGULAR,17645,-,12.1,117.5,1,SOFT,KATI,FINISH QLTY-11,UDN-286,,
CKU,Makhija Brothers (Amardham),PIYUSH(CKU),,,C-917A,NS ,60,150,DUSKY,N-42415,20639,KDC-79,357.6,,15,SOFT FINISH,Rolling,,CKU-2073,,
CKU,K G Exports (Ludhiana),PIYUSH(CKU),,,NEW DEVELOPMENT-57B(89%NYLON 11%SPANDEX),NS,60,220,AQUA,AS PER LOT-12103,20569,KDC-32,302.7,,12,SOFT SILICON FINISH,Rolling,,CKU-2074,,
CKU,RELIANCE,PIYUSH(CKU),,,C-768A-62,PS,60,220,PINK,CKU-20863,20708,KDC-88,424,,17,SOFT FINISH,Rolling,,CKU-2075,,
CKU,RELIANCE,PIYUSH(CKU),,,C-768A-62,PS,60,220,PINK,CKU-20863,20711,KDC-91,412,,16,SOFT FINISH,Rolling,,CKU-2076,,
CKU,RELIANCE,PIYUSH(CKU),,,C-768A-62,PS,60,220,PINK,CKU-20863,20710,KDC-90,409,,16,SOFT FINISH,Rolling,,CKU-2077,,
CKU,K G Exports (Ludhiana),PIYUSH(CKU),,,NEW DEVELOPMENT-57B(89%NYLON 11%SPANDEX),NS,60,220,ECRU,AS PER LOT-12105,20568,KDC-31,304.1,,12,SOFT SILICON FINISH,Rolling,,CKU-2078,,
CKU,RELIANCE,PIYUSH(CKU),,,C-768A-62,PS,60,220,PINK,CKU-20863,20709,KDC-89,409,,16,SOFT FINISH,Rolling,,CKU-2079,,
CKU,N G APPRELS/SAMPLE,PIYUSH(CKU),,,ND-194,PS,60,290,GREY ,HF-4309,20712,KDC-92,25,,1,SOFT WICKING,Rolling,,CKU-2080,,
